communityname,ViolentCR,householdsize,agePct12t21,PctUrban,medIncome,pctWSocSec,pctWPubAsst,pctWRetire,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,MalePctNevMarr,TotalPctDiv,PersPerFam,PctFam2Par,PctWorkMom,PctRecentImmig,PctHousOccup,PctHousOwnOcc,RentMedian,PctForeignBorn,PctBornSameState,PopDens,PctUsePubTrans
CorpusChristicity,3.365894162,0.56,0.48,1,0.23,0.39,0.42,0.41,0.53,0.52,0.5,0.27,0.54,0.39,0.64,0.66,0.58,0.38,0.06,0.55,0.47,0.22,0.15,0.77,0.16,0.1
Denisoncity,3.346456479,0.34,0.38,1,0.17,0.68,0.38,0.42,0.4,0.46,0.58,0.16,0.46,0.23,0.66,0.4,0.55,0.64,0.04,0.33,0.61,0.17,0.04,0.67,0.08,0
DiamondBarcity,1.942452451,0.71,0.48,1,0.81,0.07,0.14,0.17,0.08,0.08,0.14,0.6,0.17,0.41,0.35,0.72,0.84,0.55,0.62,0.85,0.86,0.93,0.77,0.45,0.3,0.05
PalmBeachGardenscity,1.433880565,0.31,0.3,1,0.54,0.48,0.05,0.44,0.11,0.08,0.13,0.62,0.1,0.32,0.54,0.31,0.7,0.74,0.14,0.06,0.7,0.6,0.21,0.15,0.07,0.02
Cranstoncity,0.705230854,0.41,0.29,1,0.38,0.66,0.3,0.62,0.16,0.29,0.45,0.33,0.36,0.46,0.42,0.42,0.7,0.47,0.06,0.87,0.6,0.41,0.21,0.8,0.22,0.15
Ithacacity,1.584546607,0.66,1,1,0.1,0.29,0.25,0.32,1,0.16,0.21,0.82,0.28,1,0.22,0.29,0.32,0.46,0.64,0.84,0.1,0.39,0.34,0.48,0.45,0.34
Whitehalltownship,0.846927117,0.33,0.29,0.95,0.36,0.58,0.14,0.69,0.12,0.29,0.45,0.25,0.22,0.35,0.35,0.35,0.74,0.7,0.09,0.85,0.56,0.42,0.13,0.86,0.15,0.05
UniversityHeightscity,1.084250227,0.55,0.7,1,0.52,0.62,0.1,0.35,0.06,0.11,0.13,0.77,0.26,0.58,0.21,0.4,0.81,0.71,0.12,0.93,0.74,0.44,0.3,0.64,0.68,0.32
LowerAllentownship,0.459316318,0.41,0.28,0.93,0.43,0.65,0.12,0.89,0.08,0.17,0.28,0.38,0.07,0.49,0.46,0.28,0.74,0.63,0.06,0.85,0.63,0.38,0.06,0.83,0.12,0.06
Readingtown,0.483776631,0.54,0.36,1,0.68,0.45,0.11,0.59,0.04,0.08,0.11,0.6,0.3,0.43,0.2,0.58,0.88,0.61,0.02,0.95,0.8,0.6,0.12,0.86,0.19,0.27
Lafayettecity,0.808910223,0.32,0.37,1,0.25,0.45,0.19,0.48,0.22,0.23,0.32,0.34,0.23,0.41,0.59,0.41,0.65,0.69,0.14,0.76,0.51,0.24,0.07,0.77,0.27,0.1
Ansoniatown,1.401073809,0.4,0.3,1,0.37,0.64,0.29,0.52,0.19,0.38,0.47,0.18,0.48,0.44,0.39,0.47,0.56,0.65,0.08,0.84,0.48,0.38,0.22,0.79,0.25,0.08
Barnegattownship,0.454426488,0.59,0.44,0,0.41,0.51,0.1,0.65,0.13,0.2,0.35,0.18,0.32,0.26,0.3,0.6,0.8,0.52,0.08,0.35,0.89,0.65,0.16,0.7,0.03,0.17
CedarGrovetownship,1.673838462,0.57,0.25,1,0.72,0.6,0.08,0.68,0.06,0.23,0.27,0.5,0.14,0.45,0.2,0.47,0.87,0.43,0.26,0.97,0.74,0.72,0.31,0.69,0.24,0.35
Hannibalcity,2.785443732,0.38,0.4,0,0.14,0.7,0.54,0.55,0.51,0.44,0.55,0.21,0.63,0.28,0.53,0.45,0.62,0.55,0.05,0.58,0.61,0.08,0.02,0.78,0.13,0.03
Gloversvillecity,1.345331142,0.31,0.35,0,0.15,0.75,0.57,0.57,0.45,0.38,0.59,0.16,0.66,0.38,0.62,0.39,0.41,0.57,0.05,0.64,0.45,0.16,0.06,0.95,0.28,0.18
CherryHilltownship,0.936391888,0.53,0.36,1,0.7,0.48,0.1,0.51,0.05,0.13,0.19,0.67,0.14,0.35,0.24,0.51,0.87,0.43,0.11,0.82,0.84,0.59,0.28,0.29,0.24,0.39
Seymourtown,0.908408851,0.39,0.3,0.79,0.47,0.48,0.17,0.6,0.11,0.3,0.35,0.29,0.26,0.38,0.36,0.43,0.77,0.6,0.02,0.83,0.67,0.48,0.1,0.81,0.08,0.08
Albanycity,5.634964816,0.52,0.58,1,0.17,0.42,0.77,0.4,0.73,0.48,0.59,0.28,0.74,0.56,0.74,0.58,0.19,0.49,0.02,0.64,0.34,0.12,0.02,0.8,0.12,0.1
Mercedescity,5.265491643,0.9,0.68,0,0.02,0.55,1,0.26,1,1,1,0.1,1,0.49,0.39,1,0.5,0,0.39,0.54,0.59,0.03,0.54,0.71,0.14,0
UpperDarbytownship,1.207795006,0.35,0.28,1,0.34,0.59,0.26,0.63,0.17,0.21,0.33,0.34,0.27,0.49,0.35,0.52,0.73,0.46,0.24,0.86,0.59,0.4,0.27,0.84,0.86,0.85
Laramiecity,1.293278228,0.4,0.89,0,0.13,0.27,0.2,0.28,0.56,0.12,0.15,0.66,0.27,0.89,0.38,0.38,0.63,0.6,0.24,0.77,0.32,0.21,0.1,0.37,0.2,0.02
Okmulgeecity,4.194234897,0.39,0.5,0,0.05,0.71,0.6,0.5,0.89,0.4,0.54,0.13,0.73,0.44,0.67,0.41,0.33,0.4,0.05,0.27,0.57,0.06,0.02,0.74,0.09,0
Harrisburgcity,8.778959373,0.32,0.39,1,0.14,0.48,0.81,0.53,0.72,0.35,0.57,0.21,0.7,0.78,0.88,0.56,0,0.52,0.1,0.47,0.28,0.21,0.08,0.75,0.54,0.71
Germantowncity,0.104459205,0.66,0.53,1,0.94,0.17,0.02,0.31,0.01,0.01,0.01,0.88,0.07,0.24,0.17,0.63,0.95,0.23,0.08,0.87,0.91,0.5,0.11,0.34,0.18,0.02
Middlesexborough,0.623648211,0.49,0.32,1,0.59,0.5,0.15,0.68,0.06,0.28,0.36,0.31,0.19,0.4,0.31,0.51,0.8,0.55,0.08,0.87,0.74,0.55,0.27,0.68,0.31,0.12
NorthHaventown,0.339592367,0.51,0.33,1,0.62,0.62,0.04,0.7,0.05,0.2,0.29,0.42,0.18,0.36,0.22,0.5,0.87,0.66,0.03,0.9,0.89,0.53,0.17,0.79,0.09,0.05
Massilloncity,1.157460949,0.39,0.4,1,0.2,0.64,0.48,0.75,0.38,0.32,0.53,0.11,0.6,0.39,0.58,0.42,0.55,0.4,0,0.79,0.61,0.15,0.03,0.87,0.2,0.01
WhitePlainscity,1.514502607,0.36,0.27,1,0.53,0.5,0.21,0.43,0.19,0.27,0.33,0.61,0.29,0.58,0.45,0.44,0.59,0.55,0.64,0.76,0.4,0.51,0.63,0.6,0.42,1
Haverhillcity,2.412880725,0.43,0.33,1,0.42,0.46,0.4,0.43,0.22,0.29,0.37,0.33,0.45,0.47,0.47,0.47,0.58,0.62,0.12,0.67,0.5,0.46,0.17,0.8,0.13,0.14
Elkhartcity,2.122305739,0.35,0.38,1,0.23,0.46,0.31,0.33,0.32,0.29,0.49,0.2,0.29,0.39,0.8,0.43,0.41,0.7,0.09,0.66,0.46,0.26,0.07,0.62,0.21,0.06
Troycity,0.351542473,0.51,0.98,0,0.09,0.51,0.71,0.31,0.81,0.54,0.57,0.36,0.48,0.8,0.35,0.47,0.34,0.51,0.11,0.63,0.45,0.08,0.04,0.79,0.05,0
NewYorkcity,8.740852178,0.41,0.37,1,0.3,0.43,0.64,0.35,0.51,0.48,0.55,0.36,0.6,0.68,0.55,0.59,0.29,0.19,0.75,0.78,0.09,0.4,0.85,0.52,1,1
Monroviacity,3.975818223,0.46,0.36,1,0.4,0.39,0.4,0.31,0.32,0.32,0.38,0.31,0.38,0.53,0.73,0.56,0.49,0.39,0.79,0.81,0.34,0.57,0.59,0.48,0.22,0.19
Corningcity,2.310164219,0.23,0.35,0,0.21,0.71,0.43,0.81,0.36,0.27,0.36,0.33,0.43,0.39,0.64,0.35,0.48,0.53,0.07,0.8,0.43,0.23,0.12,0.78,0.32,0.05
PaloAltocity,1.092033399,0.26,0.25,0.99,0.72,0.41,0.14,0.48,0.11,0.06,0.06,1,0.08,0.6,0.58,0.29,0.7,0.53,0.68,0.87,0.47,0.85,0.54,0.32,0.2,0.15
Sanfordcity,5.987503639,0.45,0.41,1,0.22,0.55,0.44,0.41,0.43,0.32,0.5,0.18,0.35,0.44,0.88,0.51,0.36,0.64,0.08,0.48,0.46,0.32,0.11,0.4,0.16,0.04
Erlangercity,2.47368454,0.47,0.39,1,0.36,0.36,0.17,0.34,0.13,0.18,0.29,0.25,0.12,0.31,0.5,0.52,0.7,0.7,0.04,0.9,0.62,0.29,0.03,0.66,0.16,0.17
Bluefieldcity,1.37081365,0.33,0.37,0,0.16,0.87,0.42,0.72,0.53,0.42,0.51,0.27,0.34,0.3,0.47,0.41,0.54,0.29,0,0.46,0.65,0.11,0.04,0.72,0.13,0.07
Portagecity,1.165809322,0.49,0.48,1,0.35,0.47,0.27,0.6,0.2,0.27,0.44,0.13,0.38,0.31,0.52,0.53,0.69,0.39,0.06,0.9,0.66,0.26,0.07,0.68,0.12,0.12
Lackawannacity,5.964204602,0.32,0.33,1,0.16,0.73,0.51,0.92,0.44,0.49,0.6,0.14,0.56,0.53,0.47,0.46,0.4,0.28,0.08,0.78,0.48,0.16,0.17,0.87,0.28,0.35
LowerMakefieldtownship,0.178803723,0.58,0.37,0.94,0.96,0.26,0.06,0.37,0.03,0.03,0.07,0.88,0.13,0.27,0.18,0.56,0.96,0.39,0.04,0.89,0.88,0.75,0.17,0.33,0.12,0.43
Uplandcity,4.155775983,0.49,0.44,1,0.5,0.29,0.32,0.37,0.19,0.19,0.26,0.4,0.3,0.41,0.58,0.53,0.63,0.4,0.3,0.78,0.52,0.53,0.38,0.49,0.35,0.05
Williamsportcity,1.354438907,0.38,0.54,1,0.14,0.59,0.62,0.47,0.56,0.28,0.48,0.19,0.64,0.59,0.66,0.44,0.37,0.4,0.03,0.79,0.33,0.15,0.03,0.92,0.3,0.3
Independencecity,2.416429934,0.35,0.35,0.99,0.27,0.51,0.24,0.55,0.24,0.23,0.36,0.21,0.32,0.26,0.63,0.37,0.62,0.71,0.02,0.77,0.61,0.23,0.04,0.71,0.12,0.07
Salemcity,1.070300374,0.31,0.35,1,0.35,0.51,0.42,0.48,0.3,0.28,0.37,0.39,0.46,0.62,0.48,0.38,0.48,0.43,0.24,0.68,0.33,0.51,0.26,0.79,0.39,0.41
RedBluffcity,4.061307271,0.4,0.39,0,0.13,0.54,0.99,0.47,0.54,0.29,0.36,0.15,0.67,0.33,0.82,0.43,0.41,0.11,0.14,0.82,0.38,0.21,0.15,0.63,0.14,0
GlensFallscity,8.282850353,0.33,0.39,1,0.26,0.58,0.37,0.53,0.28,0.22,0.35,0.32,0.35,0.5,0.62,0.46,0.5,0.73,0,0.74,0.39,0.28,0.05,0.87,0.33,0.11
Tallmadgecity,0.977656008,0.45,0.39,1,0.42,0.6,0.17,0.75,0.13,0.18,0.28,0.32,0.31,0.3,0.3,0.43,0.79,0.38,0,0.94,0.74,0.3,0.09,0.77,0.09,0.04
RapidCitycity,1.842848526,0.4,0.43,1,0.23,0.43,0.32,0.44,0.35,0.22,0.24,0.37,0.3,0.42,0.54,0.44,0.59,0.69,0.07,0.76,0.48,0.26,0.06,0.54,0.13,0.03
Gaffneycity,1.686166624,0.42,0.54,0,0.16,0.58,0.49,0.42,0.55,0.74,0.72,0.18,0.62,0.49,0.62,0.51,0.29,0.69,0.03,0.69,0.54,0.1,0.02,0.83,0.15,0.01
RanchoPalosVerdescity,1.374112684,0.51,0.38,1,1,0.34,0.07,0.62,0.07,0.05,0.05,0.88,0.08,0.3,0.27,0.43,0.9,0.11,0.84,0.89,0.8,1,0.69,0.34,0.25,0.05
Carrolltoncity,3.334342818,0.47,0.94,0,0.15,0.45,0.47,0.3,0.56,0.6,0.63,0.32,0.48,0.85,0.51,0.41,0.28,0.6,0.12,0.56,0.24,0.18,0.06,0.76,0.09,0.04
EauClairecity,0.649550095,0.45,0.73,1,0.21,0.5,0.43,0.47,0.5,0.25,0.24,0.38,0.36,0.66,0.33,0.44,0.64,0.61,0.26,0.88,0.48,0.2,0.1,0.76,0.19,0.08
Milfordtown,1.075888857,0.43,0.34,0,0.45,0.32,0.13,0.28,0.12,0.18,0.26,0.38,0.32,0.35,0.54,0.46,0.7,0.66,0.03,0.73,0.53,0.53,0.09,0.4,0.04,0.02
Beverlycity,0.408077489,0.4,0.35,1,0.46,0.5,0.32,0.55,0.16,0.13,0.2,0.45,0.32,0.48,0.4,0.43,0.64,0.59,0.06,0.79,0.5,0.56,0.14,0.79,0.21,0.29
Mercedcity,2.324185332,0.66,0.48,1,0.22,0.36,0.99,0.42,0.67,0.59,0.54,0.24,0.67,0.47,0.65,0.79,0.47,0.17,0.72,0.88,0.31,0.31,0.56,0.52,0.29,0.03
Cheyennecity,0.868564824,0.34,0.4,1,0.27,0.41,0.24,0.57,0.26,0.18,0.25,0.35,0.38,0.31,0.63,0.41,0.61,0.65,0.02,0.71,0.57,0.24,0.07,0.32,0.22,0.02
Staffordtownship,1.088638692,0.42,0.36,0,0.33,0.78,0.24,0.85,0.19,0.26,0.48,0.18,0.38,0.28,0.37,0.42,0.72,0.48,0.03,0,0.83,0.56,0.13,0.64,0.02,0.05
Brunswicktown,0.141857811,0.47,0.54,0,0.32,0.45,0.18,0.64,0.19,0.19,0.27,0.42,0.2,0.48,0.41,0.42,0.73,0.57,0.05,0.77,0.52,0.37,0.08,0.41,0.04,0.01
Kerrvillecity,1.099957479,0.33,0.32,0,0.17,0.89,0.31,0.78,0.39,0.43,0.46,0.32,0.41,0.25,0.58,0.3,0.51,0.72,0.06,0.4,0.51,0.22,0.12,0.69,0.09,0.01
Glendalecity,1.732922025,0.39,0.23,1,0.48,0.71,0.15,0.69,0.1,0.32,0.28,0.57,0.1,0.31,0.33,0.33,0.74,0.62,0.24,0.83,0.71,0.5,0.28,0.71,0.2,0.1
Garycity,8.966118604,0.54,0.55,1,0.13,0.58,0.84,0.65,0.79,0.4,0.62,0.12,1,0.63,0.87,0.69,0,0.36,0.01,0.45,0.49,0.12,0.04,0.6,0.19,0.34
Trentoncity,8.54487858,0.56,0.41,1,0.23,0.56,0.61,0.44,0.47,0.57,0.74,0.15,0.74,0.77,0.74,0.69,0.09,0.61,0.2,0.66,0.39,0.32,0.22,0.64,0.97,0.57
Waynesborocity,1.496117167,0.33,0.36,0,0.25,0.58,0.25,0.72,0.29,0.48,0.5,0.28,0.27,0.31,0.63,0.32,0.54,0.56,0.03,0.85,0.54,0.21,0.06,0.71,0.11,0
MossPointcity,3.271670815,0.61,0.62,1,0.16,0.58,0.64,0.53,0.6,0.46,0.62,0.15,1,0.49,0.63,0.7,0.4,0.52,0.01,0.61,0.75,0.11,0.01,0.8,0.06,0.02
Glasgowcity,0.394994008,0.34,0.37,0,0.1,0.71,0.9,0.45,0.66,1,0.83,0.15,0.6,0.27,0.57,0.36,0.52,0.37,0,0.72,0.49,0.1,0,0.94,0.1,0.01
Tigardcity,0.98382282,0.32,0.3,1,0.4,0.38,0.12,0.42,0.11,0.09,0.13,0.48,0.21,0.32,0.6,0.37,0.7,0.67,0.14,0.85,0.48,0.37,0.14,0.42,0.24,0.24
Weslacocity,2.073681864,0.79,0.59,1,0.1,0.67,0.88,0.38,0.95,1,0.86,0.18,1,0.41,0.32,0.95,0.62,0.31,0.26,0,0.55,0.1,0.59,0.63,0.22,0.02
Brocktoncity,5.490451352,0.53,0.42,1,0.33,0.45,0.71,0.39,0.35,0.26,0.44,0.19,0.61,0.59,0.53,0.62,0.44,0.47,0.3,0.72,0.42,0.45,0.33,0.79,0.36,0.31
BocaRatoncity,1.561702608,0.28,0.29,1,0.51,0.63,0.09,0.56,0.13,0.12,0.18,0.56,0.15,0.36,0.42,0.25,0.75,0.35,0.36,0.11,0.71,0.56,0.39,0.06,0.19,0.03
SiouxFallscity,1.837038761,0.37,0.4,1,0.26,0.41,0.22,0.35,0.22,0.27,0.27,0.36,0.13,0.4,0.48,0.42,0.66,0.91,0.06,0.85,0.49,0.26,0.05,0.66,0.19,0.03
Dinubacity,2.458708447,0.83,0.51,0,0.17,0.53,1,0.33,0.6,1,0.91,0.12,1,0.43,0.33,0.88,0.58,0.25,0.64,0.92,0.5,0.21,0.69,0.54,0.4,0
Hartfordtown,9.43964302,0.47,0.55,1,0.17,0.38,1,0.31,0.73,0.62,0.72,0.22,0.73,0.95,0.76,0.6,0,0.19,0.42,0.67,0.03,0.39,0.45,0.41,0.68,0.97
Saralandcity,6.59777474,0.48,0.45,1,0.31,0.47,0.13,0.61,0.18,0.32,0.46,0.13,0.24,0.25,0.42,0.47,0.76,0.38,0.02,0.84,0.73,0.18,0.01,0.78,0.09,0.01
Bountifulcity,0.634901674,0.77,0.61,1,0.44,0.43,0.22,0.62,0.12,0.05,0.12,0.49,0.18,0.33,0.25,0.85,0.84,0.29,0.02,0.91,0.73,0.26,0.06,0.72,0.29,0.2
Sharontown,0.513748928,0.6,0.34,0.72,0.82,0.34,0.09,0.34,0.09,0.06,0.08,0.84,0.25,0.28,0.14,0.58,0.94,0.54,0.22,0.95,0.88,0.52,0.25,0.7,0.05,0.58
Ocoeecity,2.602562251,0.65,0.46,1,0.34,0.29,0.17,0.4,0.19,0.37,0.5,0.13,0.3,0.31,0.52,0.64,0.73,0.59,0.16,0.79,0.81,0.37,0.15,0.35,0.12,0.01
Donnacity,1.21166912,1,0.66,1,0.09,0.59,1,0.33,1,1,1,0.12,1,0.48,0.36,1,0.54,0.2,0.21,0.02,0.67,0.04,0.54,0.68,0.24,0.03
RiverEdgeborough,0.376086425,0.41,0.24,1,0.67,0.65,0.07,0.69,0.05,0.18,0.22,0.64,0.13,0.34,0.18,0.45,0.91,0.47,0.39,0.96,0.69,0.72,0.5,0.38,0.47,0.9
Stantoncity,4.13802508,0.6,0.4,1,0.36,0.32,0.39,0.36,0.35,0.47,0.51,0.21,0.55,0.55,0.64,0.69,0.54,0.39,1,0.85,0.38,0.67,0.92,0.36,0.82,0.2
Hartsellecity,0.120388109,0.43,0.46,1,0.28,0.53,0.36,0.42,0.27,0.48,0.51,0.21,0.33,0.23,0.46,0.44,0.71,0.65,0,0.79,0.7,0.11,0.01,0.8,0.07,0.03
Radfordcity,1.519333716,0.65,1,0,0.13,0.42,0.25,0.34,0.86,0.41,0.42,0.47,0.37,1,0.19,0.34,0.6,0.6,0.16,0.8,0.35,0.26,0.08,0.64,0.14,0
Breacity,1.511502956,0.46,0.38,1,0.65,0.3,0.15,0.39,0.08,0.15,0.2,0.5,0.15,0.45,0.49,0.51,0.78,0.55,0.3,0.89,0.56,0.7,0.37,0.47,0.27,0.04
SouthWindsortown,0.482858974,0.52,0.33,0.86,0.76,0.25,0.09,0.37,0.02,0.12,0.18,0.51,0.08,0.31,0.28,0.51,0.91,0.77,0.03,0.94,0.91,0.7,0.2,0.61,0.07,0.14
Yorktownship,0.36837025,0.35,0.31,0.78,0.42,0.49,0.11,0.52,0.07,0.29,0.33,0.36,0.09,0.24,0.35,0.34,0.85,0.59,0.04,0.86,0.69,0.4,0.05,0.82,0.06,0.01
Rutlandcity,0.644214267,0.32,0.31,0,0.23,0.61,0.53,0.43,0.31,0.29,0.38,0.3,0.38,0.44,0.61,0.37,0.53,0.49,0.03,0.72,0.43,0.32,0.07,0.7,0.2,0.03
Norwoodtown,0.98840817,0.41,0.29,1,0.51,0.55,0.25,0.53,0.09,0.15,0.22,0.43,0.27,0.57,0.3,0.5,0.72,0.63,0.17,0.82,0.47,0.66,0.27,0.81,0.23,0.54
Athenscity,2.888566119,0.35,0.45,0,0.13,0.56,0.53,0.32,0.62,0.79,0.71,0.27,0.62,0.3,0.61,0.35,0.48,0.49,0.01,0.74,0.55,0.09,0.02,0.82,0.08,0
Saratogacity,0.799000249,0.51,0.33,1,1,0.4,0.07,0.51,0.02,0.05,0.05,0.96,0.12,0.29,0.23,0.42,0.93,0.25,0.33,0.93,0.91,1,0.47,0.39,0.2,0.05
Arcadiacity,1.634743448,0.43,0.41,1,0.59,0.47,0.16,0.51,0.13,0.16,0.17,0.59,0.18,0.39,0.42,0.47,0.74,0.28,1,0.78,0.53,0.65,0.82,0.39,0.37,0.1
Huntingtoncity,4.112747149,0.45,0.49,0,0.23,0.57,0.19,0.47,0.22,0.24,0.44,0.18,0.3,0.34,0.5,0.49,0.66,0.81,0.07,0.77,0.63,0.18,0.03,0.83,0.19,0
SanBenitocity,2.281908037,0.87,0.62,1,0.08,0.6,1,0.33,0.99,1,0.96,0.13,0.98,0.47,0.45,1,0.53,0.26,0.3,0.5,0.61,0.09,0.5,0.73,0.19,0.02
Ballwincity,0.379839729,0.51,0.38,1,0.58,0.3,0.05,0.4,0.05,0.09,0.14,0.59,0.07,0.28,0.3,0.51,0.86,0.57,0.07,0.87,0.74,0.39,0.08,0.63,0.29,0.05
Raleighcity,3.582089063,0.32,0.5,1,0.34,0.28,0.18,0.29,0.3,0.16,0.21,0.66,0.21,0.71,0.56,0.35,0.52,0.64,0.22,0.71,0.34,0.33,0.15,0.56,0.2,0.16
FortWorthcity,6.334289907,0.44,0.41,1,0.25,0.4,0.29,0.39,0.46,0.42,0.49,0.34,0.48,0.45,0.75,0.56,0.51,0.49,0.21,0.43,0.44,0.26,0.26,0.66,0.13,0.09
GrantsPasscity,0.993766121,0.33,0.34,0,0.16,0.7,0.41,0.62,0.47,0.26,0.41,0.21,0.62,0.29,0.78,0.35,0.44,0.64,0.04,0.84,0.43,0.26,0.07,0.3,0.23,0
RedondoBeachcity,2.508996357,0.23,0.18,1,0.66,0.17,0.15,0.26,0.13,0.09,0.14,0.66,0.16,0.71,0.79,0.28,0.55,0.53,0.35,0.8,0.33,0.86,0.37,0.4,0.8,0.08
Hueytowncity,2.298180073,0.44,0.4,1,0.29,0.61,0.12,0.68,0.17,0.27,0.42,0.13,0.31,0.21,0.42,0.41,0.73,0.65,0,0.88,0.84,0.23,0.01,0.93,0.15,0
Atlantacity,12.37067713,0.37,0.45,1,0.18,0.4,0.67,0.3,0.73,0.37,0.52,0.42,0.61,0.84,0.87,0.53,0,0.4,0.11,0.37,0.29,0.27,0.1,0.69,0.25,1
Bellcity,3.643601741,1,0.58,1,0.18,0.31,0.74,0.22,0.7,1,1,0.04,0.86,0.68,0.45,1,0.51,0,1,0.86,0.12,0.48,1,0.29,1,0.55
Bostoncity,8.162814847,0.36,0.46,1,0.29,0.35,0.58,0.32,0.49,0.35,0.41,0.48,0.54,1,0.46,0.53,0.19,0.37,0.78,0.64,0.12,0.52,0.59,0.5,0.99,1
YubaCitycity,2.716591973,0.41,0.4,1,0.2,0.41,0.7,0.52,0.49,0.38,0.44,0.25,0.75,0.38,0.85,0.49,0.37,0.36,0.39,0.84,0.26,0.25,0.38,0.53,0.33,0.01
Mantuatownship,0.768298969,0.57,0.36,0.86,0.51,0.44,0.14,0.6,0.07,0.19,0.38,0.28,0.15,0.34,0.28,0.57,0.86,0.43,0.01,0.85,0.92,0.37,0.05,0.57,0.05,0.11
WestJordancity,0.482955209,1,0.63,0.99,0.36,0.1,0.21,0.12,0.17,0.09,0.22,0.24,0.18,0.31,0.36,1,0.81,0.57,0.02,0.85,0.76,0.25,0.06,0.77,0.13,0.12
CentralFallscity,6.114966031,0.44,0.38,1,0.12,0.6,0.82,0.36,0.59,0.85,0.95,0.07,0.66,0.62,0.61,0.56,0.25,0.41,1,0.61,0.03,0.26,0.83,0.52,1,0.13
Roanokecity,2.406614528,0.28,0.32,1,0.18,0.61,0.42,0.48,0.42,0.47,0.56,0.24,0.32,0.42,0.75,0.34,0.35,0.55,0.05,0.7,0.47,0.19,0.04,0.76,0.19,0.17
Youngstowncity,9.552473193,0.4,0.42,1,0.09,0.72,1,0.79,0.77,0.36,0.6,0.11,1,0.54,0.68,0.49,0.18,0.12,0.02,0.62,0.58,0.1,0.08,0.76,0.24,0.14
Chattanoogacity,8.112377643,0.33,0.4,1,0.17,0.54,0.47,0.43,0.48,0.44,0.54,0.28,0.43,0.44,0.76,0.4,0.33,0.47,0.05,0.56,0.44,0.18,0.05,0.64,0.11,0.17
Hopkinscity,1.210262804,0.14,0.21,1,0.3,0.4,0.19,0.3,0.17,0.17,0.2,0.41,0.07,0.66,0.66,0.22,0.4,0.82,0.12,0.72,0.18,0.45,0.12,0.67,0.34,0.19
Daniacity,14.5958063,0.23,0.22,1,0.19,0.68,0.3,0.38,0.55,0.47,0.7,0.17,0.59,0.49,0.86,0.28,0.14,0.35,0.26,0,0.46,0.33,0.41,0.24,0.21,0.13
NewBerlincity,0.510242901,0.55,0.38,1,0.62,0.33,0.06,0.48,0.03,0.11,0.14,0.46,0.09,0.29,0.18,0.53,0.93,0.65,0.02,0.89,0.84,0.55,0.08,0.83,0.08,0.04
WarrensvilleHeightscity,3.882164515,0.34,0.44,1,0.27,0.36,0.43,0.52,0.26,0.19,0.39,0.18,0.62,0.47,0.96,0.42,0.14,0.9,0.09,0.79,0.36,0.34,0.07,0.67,0.33,0.56
ElCajoncity,3.709489723,0.46,0.4,1,0.27,0.37,0.62,0.48,0.33,0.23,0.36,0.22,0.45,0.46,0.82,0.47,0.45,0.36,0.33,0.84,0.26,0.47,0.29,0.43,0.51,0.12
Philadelphiacity,5.386675078,0.43,0.41,1,0.21,0.58,0.68,0.56,0.54,0.39,0.63,0.23,0.65,0.71,0.6,0.58,0.21,0.35,0.18,0.56,0.54,0.29,0.19,0.77,0.98,1
Rockledgecity,2.376565711,0.43,0.32,1,0.38,0.5,0.11,0.76,0.14,0.13,0.23,0.33,0.32,0.26,0.56,0.37,0.68,0.71,0.08,0.74,0.75,0.41,0.13,0.22,0.14,0.03
Bremertoncity,2.648525013,0.41,0.5,1,0.18,0.41,0.54,0.78,0.48,0.22,0.3,0.19,0.47,0.61,0.73,0.4,0.5,0.2,0.09,0.76,0.23,0.25,0.13,0.28,0.16,0.44
Freeholdtownship,0.481668536,0.62,0.44,0.84,0.78,0.31,0.14,0.44,0.03,0.18,0.23,0.55,0.15,0.46,0.23,0.58,0.91,0.41,0.13,0.8,0.83,0.69,0.26,0.44,0.05,0.5
Prescottcity,1.838187464,0.26,0.33,0,0.18,0.82,0.22,0.86,0.34,0.18,0.27,0.37,0.43,0.36,0.59,0.2,0.58,0.51,0.05,0.39,0.58,0.29,0.1,0.18,0.07,0
HuntingtonParkcity,6.211068253,1,0.63,1,0.2,0.23,0.67,0.2,0.64,1,1,0.06,0.89,0.77,0.38,1,0.49,0.13,1,0.85,0.09,0.44,1,0.28,1,0.8
Yakimacity,5.077262237,0.38,0.4,1,0.17,0.6,0.56,0.49,0.53,0.48,0.5,0.25,0.67,0.41,0.7,0.47,0.45,0.46,0.31,0.77,0.42,0.2,0.26,0.53,0.31,0.08
Cupertinocity,1.443443144,0.42,0.29,1,0.87,0.21,0.11,0.32,0.07,0.06,0.06,0.86,0.11,0.44,0.49,0.42,0.79,0.49,0.74,0.85,0.55,0.98,0.66,0.36,0.33,0.09
Masoncity,0.646217218,0.49,0.35,1,0.46,0.32,0.15,0.47,0.06,0.18,0.26,0.32,0.12,0.25,0.43,0.51,0.83,0.7,0,0.93,0.71,0.31,0.03,0.73,0.08,0.01
Portsmouthcity,5.489084059,0.45,0.41,1,0.21,0.47,0.5,0.71,0.47,0.43,0.58,0.17,0.47,0.45,0.72,0.49,0.32,0.49,0.02,0.66,0.46,0.25,0.03,0.67,0.26,0.19
